time,function,request_id,ip,message
2024-06-16 09:47:56.950890,[-:error],0d013c264ebe66a39fbcb8e729cd5453,5.157.0.195:0,"[client 5.157.0.195] ModSecurity: lws-antivirus skipped, file /tmp/20240616-094756-Zm6YrGU7Yht2mzNudveMaQAAAJU-file-WNaais size is 0 bytes [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'Zm6YrGU7Yht2mzNudveMaQAAAJU']"
2024-06-16 14:24:08.539108,[authz_core:error],432eb6bada0008547ab1f461a7198a80,13.51.157.147:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-06-16 14:24:08.539108,[authz_core:error],432eb6bada0008547ab1f461a7198a80,13.51.157.147:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-06-17 18:05:01.860902,[authz_core:error],e1956095950285c41289ea5bae5517e2,91.230.208.46:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-06-17 18:05:01.917434,[authz_core:error],242d8219db9855cd16e47ebd9c3dee8e,91.230.208.46:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-06-17 20:28:05.451102,[autoindex:error],983c3882cdccf5f9c1026b74e17875c7,185.81.128.21:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-06-17 20:50:51.115176,[core:error],6be10e2670a9de23ae20afb492f7fee5,67.222.16.110:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-06-17 20:50:51.119106,[core:error],6be10e2670a9de23ae20afb492f7fee5,67.222.16.110:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-06-19 03:27:03.854563,[autoindex:error],e5a97738dfe1816f4ded1d86b46c84c0,167.94.145.104:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-06-19 04:44:19.877620,[autoindex:error],6df9dd2de677056d8bdcde0f9d0559f2,206.168.34.61:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
